,match_id,id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,player_id,player_name,position_id,position_name,location_x,location_y,duration,shot_statsbomb_xg,shot_end_location_x,shot_end_location_y,shot_end_location_z,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,opoosition_gk_id,opposition_gk_name,shot_one_on_one,under_pressure,shot_key_pass_id,shot_deflected,shot_first_time,shot_open_goal,shot_redirect
285,267327,9cf06871-d8b6-4b07-a283-bef3cc99730c,1161,1,00:32:54.009,32,54,16,Shot,66,217,Barcelona,3,From Free Kick,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,112.3,38.2,0.945,0.6564648,120.0,43.6,0.2,97,Goal,87,Open Play,40,Right Foot,91,Half Volley,6654.0,Antonio Adán Garrido,,,0d8ba3ae-d6bf-444d-8d44-0c3fcd456c89,,True,,
286,266166,8498ccd6-ffd2-4a96-9b0d-d78237d2b263,3390,2,00:31:26.692,76,26,16,Shot,148,217,Barcelona,4,From Throw In,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,110.8,32.5,0.700585,0.29267216,120.0,43.9,0.8,97,Goal,87,Open Play,38,Left Foot,93,Normal,6378.0,Jan Oblak,,,135d4107-a6f9-4bb1-bf0d-898cceb14122,,True,,
287,266074,8b7dda76-6c28-4a19-ac3a-bdca3e9a6172,695,1,00:17:19.747,17,19,16,Shot,40,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,116.3,43.7,1.1084,0.4158526,120.0,36.5,0.2,97,Goal,87,Open Play,38,Left Foot,93,Normal,8697.0,Andrés Eduardo Fernández Moreno,,True,fa3767c6-e84c-4994-9e1b-efe9ff433b9b,,True,,
288,266074,94e4dfe2-a21c-48a0-9bd9-e503c87e3d3f,2623,2,00:17:10.076,62,10,16,Shot,114,217,Barcelona,4,From Throw In,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,115.4,32.5,0.6628,0.13779616,120.0,43.0,1.9,97,Goal,87,Open Play,38,Left Foot,93,Normal,8697.0,Andrés Eduardo Fernández Moreno,,True,16ae03ed-8b62-47d3-952e-a10b83fb9035,,,,
289,266074,7effe7f0-d45e-46be-9494-420c8cf0ca80,3658,2,00:42:25.509,87,25,16,Shot,167,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,112.2,39.5,0.5284,0.32391706,120.0,42.5,0.3,97,Goal,87,Open Play,40,Right Foot,93,Normal,8697.0,Andrés Eduardo Fernández Moreno,,,ed1da84f-8428-4f35-a408-31b121f206cd,,,,
290,69144,49dcfb1f-dc5b-438f-8db7-9b5afa7f86a6,815,1,00:19:42.002,19,42,16,Shot,42,217,Barcelona,4,From Throw In,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,107.7,26.4,0.613975,0.04227377,120.0,43.8,0.2,97,Goal,87,Open Play,38,Left Foot,93,Normal,26197.0,Christian Abbiati,,,fc84b844-3cd7-42cc-88ab-466b6f486078,,,,
291,70220,dc8d7b2e-63db-40c1-81d4-e36958199625,227,1,00:04:16.874,4,16,16,Shot,8,217,Barcelona,4,From Throw In,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,22,Right Center Forward,116.9,38.4,0.4383,0.70691043,120.0,39.1,1.3,97,Goal,87,Open Play,38,Left Foot,91,Half Volley,8697.0,Andrés Eduardo Fernández Moreno,,,eb992123-d93f-41fe-8227-fdedc25fc46d,,True,True,
292,70220,4d1822cf-9585-4a59-9915-618b7049d173,1789,1,00:40:26.800,40,26,16,Shot,74,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,22,Right Center Forward,108.7,38.6,0.7562,0.5053481,120.0,43.3,0.0,97,Goal,87,Open Play,38,Left Foot,93,Normal,8697.0,Andrés Eduardo Fernández Moreno,,,d19d5ec1-dea0-4e02-8c83-5afdb222dc2d,,True,,
293,70220,77e94040-57a0-4a17-a007-603c71480495,3278,2,00:33:04.692,78,4,16,Shot,137,217,Barcelona,4,From Throw In,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,22,Right Center Forward,108.7,41.9,0.721689,0.49068663,120.0,38.0,0.4,97,Goal,87,Open Play,38,Left Foot,93,Normal,8697.0,Andrés Eduardo Fernández Moreno,True,,aa06a609-2ed7-49ce-bd8f-961f6c201cec,,,,
294,69282,1eaea21f-9188-4dd4-8889-c1ea6246ca06,3596,2,00:32:02.122,77,2,16,Shot,139,217,Barcelona,4,From Throw In,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,114.2,43.5,0.407667,0.3345073,120.0,43.1,2.1,97,Goal,87,Open Play,40,Right Foot,93,Normal,6576.0,Gorka Iraizoz Moreno,,,2739b6bc-abf4-48fe-bf48-62d24bba3703,,True,,
295,69328,c1685214-ece0-4956-aa93-6e7fcebdf300,952,1,00:21:33.812,21,33,16,Shot,47,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,118.3,34.0,1.056827,0.24007279,120.0,43.6,0.1,97,Goal,87,Open Play,38,Left Foot,93,Normal,25144.0,Diego Alves Carreira,,,,,True,,
296,69328,ac576891-c2d5-4afb-8c85-e5b9f11ecd78,1148,1,00:26:54.760,26,54,16,Shot,56,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,119.0,43.9,0.644965,0.47729024,120.0,40.2,2.4,97,Goal,87,Open Play,38,Left Foot,93,Normal,25144.0,Diego Alves Carreira,,,,,True,,
297,69328,3013f519-3e93-4f47-8f6b-2bfba7ff031e,3254,2,00:30:12.271,75,12,16,Shot,164,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,108.9,34.5,0.933528,0.14348389,120.0,41.8,0.2,97,Goal,87,Open Play,38,Left Foot,93,Normal,25144.0,Diego Alves Carreira,,,,,True,,
298,69328,c6d2b90b-69ff-49a6-96dd-85c7badeba08,3649,2,00:39:36.448,84,36,16,Shot,185,217,Barcelona,6,From Counter,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,105.8,38.1,1.517903,0.60278803,120.0,42.1,1.6,97,Goal,87,Open Play,38,Left Foot,92,Lob,25144.0,Diego Alves Carreira,True,,33b3423f-375b-4e9b-ba0a-2ae013d5afe9,,,,
299,266961,75d33711-acaa-4010-bffb-4a7217cc81bc,1493,1,00:38:03.909,38,3,16,Shot,74,217,Barcelona,3,From Free Kick,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,92.3,44.1,1.2308,0.12755795,120.0,43.1,2.0,97,Goal,62,Free Kick,38,Left Foot,93,Normal,27305.0,Germán Darío Lux,,,,,,,
300,70298,cff1ba3d-bfed-4d65-b74c-67042ef699db,560,1,00:10:15.659,10,15,16,Shot,27,217,Barcelona,6,From Counter,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,114.5,35.5,0.278676,0.7699914,120.0,36.5,0.5,97,Goal,87,Open Play,38,Left Foot,93,Normal,25144.0,Diego Alves Carreira,True,,3c3f99d8-c93a-49ad-a69d-54560a0fa729,,,True,
301,70298,948c3427-cfe1-4f78-81fc-7d477d9b8b63,1822,1,00:38:12.102,38,12,16,Shot,94,217,Barcelona,7,From Goal Kick,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,108.8,46.2,0.6368,0.4596714,120.0,36.8,0.0,97,Goal,87,Open Play,40,Right Foot,93,Normal,25144.0,Diego Alves Carreira,True,True,8c1b80ef-4fa6-431f-80ab-a257cb51fe15,,,,
302,70298,47c9e93f-c10f-4a35-84ed-6016bd048654,1886,1,00:40:22.794,40,22,16,Shot,96,217,Barcelona,3,From Free Kick,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,107.4,35.2,0.6846,0.2736098,120.0,40.9,0.0,97,Goal,87,Open Play,38,Left Foot,93,Normal,25144.0,Diego Alves Carreira,,True,970fe143-67da-4bcb-baed-57b0fde8a6a7,,True,,
303,70277,f776e8a7-903c-45b6-9fb2-e0362e6ad16f,602,1,00:11:41.974,11,41,16,Shot,21,217,Barcelona,4,From Throw In,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,111.7,34.4,0.5075,0.24464066,120.0,37.1,0.3,97,Goal,87,Open Play,38,Left Foot,93,Normal,5597.0,Keylor Navas Gamboa,,,1939f9cd-22e2-4e73-af3a-261bf8c78d2e,,True,,
304,70277,311eee2b-56a1-45ea-8d12-dc950c3d1fbc,1665,1,00:41:18.209,41,18,16,Shot,71,217,Barcelona,5,Other,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,107.9,40.0,0.3856,0.76,120.0,37.1,1.0,97,Goal,88,Penalty,38,Left Foot,93,Normal,5597.0,Keylor Navas Gamboa,True,,,,,,
305,9581,98c1ed9e-4c37-4efc-ae99-9dbda60336a9,2168,2,00:09:38.248,54,38,16,Shot,102,217,Barcelona,4,From Throw In,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,109.8,27.5,1.129392,0.030875811,120.0,37.7,1.8,97,Goal,87,Open Play,38,Left Foot,93,Normal,6629.0,Fernando Pacheco Flores,,,b65628dc-0463-4239-8313-3700482744ae,True,,,
306,9581,6f1e5cd5-ceae-4447-ac91-77c8e9eb24dd,2601,2,00:20:13.211,65,13,16,Shot,119,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,22,Right Center Forward,109.1,35.1,0.719004,0.22598302,120.0,43.4,0.2,97,Goal,87,Open Play,38,Left Foot,91,Half Volley,6629.0,Fernando Pacheco Flores,,,a8108a7b-ec95-4e5c-8a64-c3668f6de75e,,True,,
307,69308,cb1d5ad3-2ff4-4ea0-82a8-548350c07c49,2628,2,00:12:49.950,57,49,16,Shot,142,217,Barcelona,3,From Free Kick,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,115.5,50.2,1.0259,0.19458663,120.0,41.0,1.9,97,Goal,87,Open Play,40,Right Foot,92,Lob,6768.0,Diego López Rodríguez,,,b0ad28f0-6ca8-4965-8c6c-716a9c9d91b6,,True,,
308,69308,40909454-6b0b-43e0-8733-148ecf7e2453,3727,2,00:37:45.376,82,45,16,Shot,188,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,22,Right Center Forward,114.1,42.6,0.7892,0.6111607,120.0,38.3,0.1,97,Goal,87,Open Play,38,Left Foot,95,Volley,6768.0,Diego López Rodríguez,,,,,True,,
309,266557,5865940a-0f88-4b99-95ac-2154cc27c482,2614,2,00:17:57.455,62,57,16,Shot,127,217,Barcelona,4,From Throw In,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,108.6,38.5,0.698,0.11564351,120.0,42.1,0.1,97,Goal,87,Open Play,38,Left Foot,93,Normal,25144.0,Diego Alves Carreira,,,ee324ae4-753c-4a21-89b9-abed60098602,,True,,
310,68325,23fa10c0-c180-4c23-b2a0-67691501da4b,2862,2,00:30:27.493,75,27,16,Shot,196,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,107.5,35.4,0.686582,0.24680826,120.0,42.9,0.4,97,Goal,87,Open Play,40,Right Foot,93,Normal,7069.0,Miguel Ángel Moyà Rumbo,,True,214b0527-f36f-44ce-b8db-b6aec8600884,,,,
311,68325,a4dda9ee-63c6-478d-a4d6-367e63ef41af,2992,2,00:36:21.033,81,21,16,Shot,206,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,109.8,27.1,1.632234,0.1597886,120.0,43.3,1.4,97,Goal,87,Open Play,38,Left Foot,92,Lob,7069.0,Miguel Ángel Moyà Rumbo,,,c705d556-fb19-4302-8c0d-a63a821bd5df,,True,,
312,266916,305c3234-acf0-4a56-bbf2-cfba18faf4f9,2088,2,00:10:51.251,55,51,16,Shot,144,217,Barcelona,5,Other,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,108.1,40.1,0.4369,0.76,120.0,43.5,0.0,97,Goal,88,Penalty,38,Left Foot,93,Normal,,,,,,,,,
313,266916,a6cb3141-0ac8-4572-a827-2a92d84347d5,2354,2,00:17:17.222,62,17,16,Shot,152,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,114.3,40.5,0.271499,0.67674774,120.0,40.7,0.1,97,Goal,87,Open Play,38,Left Foot,93,Normal,24040.0,Cristian Darío Álvarez,,,,,True,,
314,266916,7110d8cd-a69e-44ae-ae8d-4a8a9716e2fb,2494,2,00:22:17.904,67,17,16,Shot,156,217,Barcelona,3,From Free Kick,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,116.2,31.8,0.589086,0.595096,120.0,39.9,0.0,97,Goal,87,Open Play,38,Left Foot,93,Normal,24040.0,Cristian Darío Álvarez,True,,,,,,
315,266015,533f51ea-2e5e-4ebd-b08c-62ac2187f34c,2717,2,00:13:51.794,58,51,16,Shot,130,217,Barcelona,4,From Throw In,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,103.3,31.9,1.581219,0.10204136,120.0,43.7,1.1,97,Goal,87,Open Play,38,Left Foot,93,Normal,24264.0,Daniel Hernández Santos,,,d83ed741-566e-4e5d-b81d-c5ca8ea2d8a1,,,,
316,266280,d47e3e2e-c5ef-44b3-b487-69410fc578b6,1210,1,00:27:34.062,27,34,16,Shot,82,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,112.6,44.6,0.51307,0.15489958,120.0,42.8,0.0,97,Goal,87,Open Play,40,Right Foot,93,Normal,6823.0,Sergio Rico González,,,76bea7c4-8aae-4a36-95ad-c1d5c2dd3b77,,True,,
317,266280,27b23e1e-e2dc-4e8b-aa02-bfc840ce1e21,1396,1,00:32:46.884,32,46,16,Shot,93,217,Barcelona,2,From Corner,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,107.2,50.2,0.661582,0.037732627,120.0,43.3,0.4,97,Goal,87,Open Play,38,Left Foot,95,Volley,6823.0,Sergio Rico González,,,,,True,,
318,70304,de18732a-5266-4914-a9d2-991c0cf37040,1012,1,00:17:10.485,17,10,16,Shot,32,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,99.3,36.9,0.7322,0.1363341,120.0,42.8,2.4,97,Goal,87,Open Play,38,Left Foot,93,Normal,26029.0,Daniel Aranzubia Aguado,,,7a0f5b3c-af22-46d3-b3eb-dab175d93af7,,,,
319,70304,b8f0ea95-6203-4057-8429-b08326f5e7ff,2039,1,00:42:30.885,42,30,16,Shot,78,217,Barcelona,3,From Free Kick,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,107.5,51.5,0.527162,0.18808633,120.0,36.8,0.0,97,Goal,87,Open Play,40,Right Foot,93,Normal,26029.0,Daniel Aranzubia Aguado,,,ee76ecc6-7784-4d78-a74f-cd2d43ba0c6c,,True,,
320,70304,d5404153-1075-49a7-98c8-41e45c08cb57,3580,2,00:31:01.218,76,1,16,Shot,163,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,104.9,26.7,0.7733,0.05458296,120.0,43.5,0.1,97,Goal,87,Open Play,38,Left Foot,93,Normal,26029.0,Daniel Aranzubia Aguado,,,,,,,
321,69172,19e5ccf7-af99-404c-b80d-220e6676b940,2942,2,00:38:37.097,83,37,16,Shot,195,217,Barcelona,6,From Counter,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,117.2,32.7,0.8236,0.3176531,120.0,36.3,1.2,97,Goal,87,Open Play,38,Left Foot,93,Normal,26484.0,Antonio Baltasar Doblas Santana,,,,,True,,
322,266490,30e6d3da-f01c-4922-ade0-530ab9aeb261,2569,2,00:15:29.307,60,29,16,Shot,137,217,Barcelona,5,Other,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,108.2,40.0,0.3713,0.76,120.0,41.9,2.0,97,Goal,88,Penalty,38,Left Foot,93,Normal,,,,,,,,,
323,266490,4a9959b3-2fc1-43d6-bdd3-d178700d4167,3684,2,00:44:15.209,89,15,16,Shot,190,217,Barcelona,6,From Counter,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,103.6,38.8,0.5944,0.09871524,120.0,36.5,0.2,97,Goal,87,Open Play,38,Left Foot,93,Normal,6730.0,Rubén Iván Martínez Andrade,,,56184b04-9a8e-4c8a-b79b-c0341945bbc6,,,,
324,9827,be8a423a-baa1-41a7-aaf3-2d669e131361,665,1,00:20:16.594,20,16,16,Shot,39,217,Barcelona,3,From Free Kick,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,22,Right Center Forward,99.1,44.1,0.735377,0.11258653,120.0,36.6,2.2,97,Goal,62,Free Kick,38,Left Foot,93,Normal,6931.0,Leandro Chichizola,,,,,,,
325,70282,ce3166ef-5c42-4881-99fb-4a5833d38cce,1786,1,00:38:23.165,38,23,16,Shot,81,217,Barcelona,5,Other,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,108.1,40.1,0.534452,0.76,120.0,36.7,2.3,97,Goal,88,Penalty,38,Left Foot,93,Normal,,,,,,,,,
326,265896,46a6f195-4db8-4929-ab2d-f0379e454d8d,3047,2,00:28:15.839,73,15,16,Shot,156,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,107.8,27.6,1.3332,0.04171787,120.0,44.0,0.2,97,Goal,87,Open Play,38,Left Foot,93,Normal,27462.0,Xabier Iruretagoiena Aranzamendi,,,c44f6760-9868-4458-984f-d6bb75d5f1d3,,,,
327,266613,ed663118-b422-4ace-8f87-1ce6defcb538,2482,2,00:08:14.095,53,14,16,Shot,97,217,Barcelona,5,Other,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,108.1,40.1,0.3087,0.76,120.0,43.8,2.4,97,Goal,88,Penalty,38,Left Foot,93,Normal,,,,,,,,,
328,69332,911e74ab-4515-416c-b673-f3a780ab2f97,1838,2,00:04:03.940,49,3,16,Shot,123,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,115.2,52.4,0.915793,0.08449934,120.0,37.9,0.2,97,Goal,87,Open Play,38,Left Foot,93,Normal,26438.0,David Cobeño Iglesias,True,,c5e80cf0-9dcf-4c38-ad5b-b114cf21bf7f,,,,
329,9870,f2a3ea50-13f4-485a-879c-1b93594557a7,1254,1,00:26:25.295,26,25,16,Shot,46,217,Barcelona,3,From Free Kick,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,94.7,51.6,1.364345,0.053654015,120.0,42.4,0.4,97,Goal,62,Free Kick,38,Left Foot,93,Normal,6610.0,Iván Cuéllar Sacristán,,,,,,,
330,9870,575e39d9-4dd0-45bd-b63b-76f4386a2c17,1471,1,00:31:38.389,31,38,16,Shot,57,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,106.7,36.8,1.681951,0.29238442,120.0,37.9,0.1,97,Goal,87,Open Play,38,Left Foot,93,Normal,6610.0,Iván Cuéllar Sacristán,,True,991bb12d-a211-4093-81d9-aaf9cd77c122,,,,
331,9870,ea2a8417-3777-42f8-9fb0-6b07109a2b5c,3633,2,00:41:27.498,86,27,16,Shot,171,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,114.1,41.1,0.693643,0.40422413,120.0,39.0,1.8,97,Goal,87,Open Play,38,Left Foot,91,Half Volley,6610.0,Iván Cuéllar Sacristán,True,,bdb328d4-4a6b-4310-aa5e-531ecaacf83a,,,,
332,69148,e008eab2-b136-4f8b-ae0a-45e9e91dfe5d,2695,2,00:28:06.448,73,6,16,Shot,160,217,Barcelona,7,From Goal Kick,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,109.4,40.6,0.4372,0.36802274,120.0,43.5,0.5,97,Goal,87,Open Play,38,Left Foot,91,Half Volley,25946.0,Andrés Palop Cervera,,,44ddc2fc-4ace-4352-8fad-9a57a522d4d6,,,,
333,69148,1845a772-a010-471c-a8bf-4b99dc32c89c,2829,2,00:34:43.484,79,43,16,Shot,172,217,Barcelona,5,Other,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,108.0,39.9,0.514303,0.76,120.0,43.3,0.2,97,Goal,88,Penalty,38,Left Foot,93,Normal,,,,,,,,,
334,69236,f8179b75-9be5-4108-8c67-cd9560cd00a2,859,1,00:20:35.430,20,35,16,Shot,45,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,99.6,40.4,1.48735,0.123951495,120.0,36.6,0.5,97,Goal,87,Open Play,38,Left Foot,93,Normal,26146.0,Dudú Aouate,,,7c85273f-f033-4853-bc33-14debc6e0960,,,,
335,266310,7917922b-fc96-4ed4-9af7-e90fcc87fe8a,3169,2,00:27:26.156,72,26,16,Shot,152,217,Barcelona,3,From Free Kick,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,106.5,41.4,1.0989,0.34627062,120.0,37.3,0.5,97,Goal,87,Open Play,38,Left Foot,93,Normal,27457.0,Manuel Fernández Muñíz,,,459194ed-57d2-4455-9ce0-5a5a33eafabb,,True,,
336,70294,8e10bdd8-335b-43ef-b414-358a173d13e6,2082,2,00:04:31.167,49,31,16,Shot,111,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,112.5,36.6,0.493,0.5537067,120.0,39.7,0.0,97,Goal,87,Open Play,40,Right Foot,93,Normal,26070.0,Antonio Rodríguez Martínez,,,,,True,,
337,70294,73007820-031d-4983-b8c3-fe28a4f78b1a,2978,2,00:27:38.379,72,38,16,Shot,145,217,Barcelona,3,From Free Kick,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,93.3,35.0,1.045324,0.08510861,120.0,37.1,0.8,97,Goal,62,Free Kick,38,Left Foot,93,Normal,26070.0,Antonio Rodríguez Martínez,,,,,,,
338,266874,bc7048b0-7cad-4ee9-8a0b-27ec15f4d4ab,1508,1,00:39:10.225,39,10,16,Shot,75,217,Barcelona,3,From Free Kick,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,113.5,69.5,0.9576,0.085952364,120.0,41.0,0.6,97,Goal,62,Free Kick,38,Left Foot,93,Normal,6576.0,Gorka Iraizoz Moreno,,,,,,,
339,303600,7c82436c-f343-4512-8d2f-0f7f555bfa56,1329,1,00:33:37.899,33,37,16,Shot,58,217,Barcelona,3,From Free Kick,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,93.1,50.2,1.242034,0.0806361,120.0,43.7,2.0,97,Goal,62,Free Kick,38,Left Foot,93,Normal,11302.0,Jordi Masip López,,,,,,,
340,303600,bd48ad59-acae-4661-9732-c05ee1cefde5,3189,2,00:29:42.570,74,42,16,Shot,138,217,Barcelona,4,From Throw In,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,104.9,34.3,0.571993,0.12705484,120.0,42.0,0.2,97,Goal,87,Open Play,38,Left Foot,91,Half Volley,11302.0,Jordi Masip López,,True,0649f514-14d2-40fc-8ecf-8ca7637766d0,,,,
341,69285,0e01b733-5542-4ea3-b8b2-b8debb2086a3,2043,2,00:05:59.624,50,59,16,Shot,134,217,Barcelona,3,From Free Kick,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,109.2,30.6,0.586927,0.25471687,120.0,36.9,2.3,97,Goal,87,Open Play,38,Left Foot,93,Normal,10763.0,Asier Riesgo Unamuno,,,113da953-cec9-49cb-b04a-5bc685da4a97,,,,
342,266989,0069235a-3f1f-4b89-9bc4-844cb6b19cbf,1851,1,00:42:16.817,42,16,16,Shot,91,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,101.1,37.6,0.817233,0.1472577,120.0,36.8,0.5,97,Goal,87,Open Play,38,Left Foot,93,Normal,6823.0,Sergio Rico González,,,10a4fdc0-93e0-4510-ba3b-f15cf241351c,,True,,
343,9928,7f8ffcb0-8e3a-455e-8782-a0c19fa4115c,2112,1,00:44:25.674,44,25,16,Shot,92,217,Barcelona,3,From Free Kick,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,115.2,33.1,0.795,0.33055145,120.0,43.2,0.5,97,Goal,87,Open Play,38,Left Foot,95,Volley,6755.0,Sergio Asenjo Andrés,,,281e11d4-5c13-4d91-ac85-cf52ba7f2971,,True,,
344,69143,85fd41a8-d1a4-4b64-8812-f54774152225,265,1,00:04:44.730,4,44,16,Shot,8,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,101.1,43.3,0.9171,0.14853248,120.0,36.7,1.3,97,Goal,87,Open Play,38,Left Foot,93,Normal,25917.0,César Sánchez Domínguez,,,51d410c5-bd0f-460a-b717-acc90ddb1e81,,True,,
345,69143,4ec51315-a4d6-442c-8e27-f25799821a66,431,1,00:10:26.872,10,26,16,Shot,21,217,Barcelona,9,From Kick Off,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,108.5,47.2,0.5751,0.24765548,120.0,39.8,2.2,97,Goal,87,Open Play,38,Left Foot,93,Normal,25917.0,César Sánchez Domínguez,,,d41b8ce7-770b-4a7f-8131-d11612f7cb5b,,True,,
346,69293,f6303dc6-bfe8-4cc8-9bce-7be8c551fca1,574,1,00:10:16.568,10,16,16,Shot,26,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,117.5,47.9,1.1308,0.67775047,120.0,36.5,0.2,97,Goal,87,Open Play,40,Right Foot,93,Normal,26070.0,Antonio Rodríguez Martínez,True,,ede0486e-4e2d-40d5-819f-35e39760571f,,,True,
347,69293,5f304c44-bece-431c-943e-d10923a58d31,3316,2,00:22:49.230,67,49,16,Shot,145,217,Barcelona,3,From Free Kick,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,107.1,45.2,0.546,0.20058915,120.0,41.4,0.5,97,Goal,87,Open Play,40,Right Foot,91,Half Volley,26070.0,Antonio Rodríguez Martínez,,,,,True,,
348,266531,4508bc6c-da93-41de-9d8c-38a95176d87b,1161,1,00:24:38.947,24,38,16,Shot,48,217,Barcelona,1,Regular Play,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,118.5,31.3,0.724556,0.10542737,120.0,43.6,0.2,97,Goal,87,Open Play,38,Left Foot,93,Normal,6706.0,Francisco Casilla Cortés,True,True,115aa672-2c54-4e11-b79f-aa53eb2b0e0d,,,,
349,70289,edf62c78-54a9-41e7-a007-3d008601e681,3469,2,00:37:16.884,82,16,16,Shot,167,217,Barcelona,6,From Counter,217,Barcelona,5503,Lionel Andrés Messi Cuccittini,23,Center Forward,108.2,37.9,0.5635,0.403021,120.0,37.2,0.5,97,Goal,87,Open Play,40,Right Foot,91,Half Volley,6755.0,Sergio Asenjo Andrés,,,04aa8c3b-f5ff-42d1-8ca6-cf41b51de04f,,True,,
